"Date","Price","Open","High","Low","Vol.","Change %"
"17-10-2023","110,885.75","110,700.00","113,439.30","110,611.55","15.22K","1.22%"
"18-10-2023","109,672.80","111,000.00","111,099.95","109,401.05","5.86K","-1.09%"
"19-10-2023","109,575.05","109,400.50","110,149.95","108,701.00","5.03K","-0.09%"
"20-10-2023","109,504.60","109,170.10","110,046.40","108,900.05","3.66K","-0.06%"
"23-10-2023","108,977.35","109,350.00","110,400.00","108,639.15","9.73K","-0.48%"
"25-10-2023","108,632.45","109,299.95","109,948.85","108,150.00","4.58K","-0.32%"
"26-10-2023","107,481.30","108,700.00","108,700.00","107,075.95","5.68K","-1.06%"
"27-10-2023","108,190.80","108,279.00","108,876.00","107,629.35","3.81K","0.66%"
"30-10-2023","109,015.70","108,190.80","109,449.60","107,919.45","4.65K","0.76%"
"31-10-2023","108,297.80","109,499.95","109,499.95","107,907.10","8.33K","-0.66%"
"01-11-2023","108,583.80","108,500.00","109,275.00","108,349.80","3.16K","0.26%"
"02-11-2023","110,500.05","109,500.20","110,800.00","108,925.00","5.62K","1.76%"
"03-11-2023","107,723.25","110,749.80","111,800.00","107,300.00","25.43K","-2.51%"
"06-11-2023","107,391.85","108,895.00","108,895.00","107,103.20","7.72K","-0.31%"
"07-11-2023","107,185.40","108,000.00","108,000.00","107,008.05","4.70K","-0.19%"
"08-11-2023","108,348.10","107,830.00","108,700.00","107,330.10","5.79K","1.08%"
"09-11-2023","108,078.20","108,325.50","109,108.95","107,774.40","5.10K","-0.25%"
"10-11-2023","108,295.70","108,299.00","108,479.90","107,338.10","3.31K","0.20%"
"12-11-2023","108,240.60","108,545.00","108,950.00","108,000.00","0.99K","-0.05%"
"13-11-2023","107,637.60","108,500.00","108,500.00","107,033.05","6.67K","-0.56%"
"15-11-2023","109,379.50","108,299.00","109,510.45","107,812.60","6.91K","1.62%"
"16-11-2023","110,298.85","109,020.00","110,500.00","109,000.00","5.72K","0.84%"
"17-11-2023","111,475.25","110,000.00","112,599.90","109,800.35","11.89K","1.07%"
"20-11-2023","111,390.95","111,339.00","111,600.00","110,649.95","4.44K","-0.08%"
"21-11-2023","111,434.30","111,400.00","111,749.95","110,882.70","2.89K","0.04%"
"22-11-2023","111,197.75","111,002.10","111,785.95","110,617.55","3.22K","-0.21%"
"23-11-2023","111,378.70","111,200.00","111,999.95","111,118.00","1.85K","0.16%"
"24-11-2023","111,448.20","111,000.00","111,550.00","110,768.15","2.85K","0.06%"
"28-11-2023","111,546.95","111,400.00","111,800.00","111,200.00","3.10K","0.09%"
"29-11-2023","112,266.55","111,600.05","112,496.25","111,600.05","5.35K","0.65%"
"30-11-2023","111,683.00","112,200.00","112,989.95","111,443.20","13.16K","-0.52%"
"01-12-2023","111,409.30","111,651.00","112,100.00","111,110.50","3.68K","-0.25%"
"04-12-2023","111,506.65","112,000.00","112,099.85","110,856.20","4.69K","0.09%"
"05-12-2023","113,729.85","111,690.00","114,459.00","110,985.05","7.34K","1.99%"
"06-12-2023","114,088.85","113,720.00","114,499.95","113,450.75","3.57K","0.32%"
"07-12-2023","117,408.55","114,090.00","119,000.00","113,844.10","11.24K","2.91%"
"08-12-2023","117,949.40","117,450.00","118,099.80","117,021.25","7.68K","0.46%"
"11-12-2023","119,050.45","117,950.00","119,600.00","117,616.10","9.16K","0.93%"
"12-12-2023","119,502.90","119,050.45","120,351.00","118,900.00","8.71K","0.38%"
"13-12-2023","119,785.25","119,500.00","120,067.95","119,146.00","3.86K","0.24%"
"14-12-2023","120,558.80","119,950.00","121,000.00","119,550.05","4.28K","0.65%"
"15-12-2023","120,084.05","120,559.80","121,193.35","119,851.40","4.86K","-0.39%"
